0|iata_code|1|city_rus|2|city_eng
AYL|AYL|||Anthony Lagoon|Anthony Lagoon
AYN|AYN|Аньян|Аньян|Anyang|Anyang
AYO|AYO|||Ayolas|Ayolas
AYP|AYP|Аякучо|Аякучо|Ayacucho|Ayacucho
AYQ|AYQ|Айерс Рок|Айерс Рок|Ayers Rock|Ayers Rock
AYR|AYR|Эйр|Эйр|Ayr|Ayr
AYS|AYS|||Waycross|Waycross
AYT|AYT|Анталия|Анталия|Antalya|Antalya
AYU|AYU|Айюра|Айюра|Aiyura|Aiyura
AYW|AYW|Аяваси|Аяваси|Ayawasi|Ayawasi
AYZ|AYZ|||Amityville|Amityville
AZB|AZB|Амазон-Бей|Амазон-Бей|Amazon Bay|Amazon Bay
AZD|AZD|Язд|Язд|Yazd|Yazd
AZG|AZG|Апацинган|Апацинган|Apatzingan|Apatzingan
AZI|AZI|Абу-Даби|Абу-Даби|Abu Dhabi|Abu Dhabi
AZN|AZN|Андижан|Андижан|Andizhan|Andizhan
AZO|AZO|Каламазу|Каламазу|Kalamazoo|Kalamazoo
AZP|AZP|Мексико Сити|Мексико Сити|Mexico City|Mexico City
AZR|AZR|||Adrar|Adrar
AZT|AZT|Запатока|Запатока|Zapatoca|Zapatoca
AZZ|AZZ|||Ambriz|Ambriz
BAA|BAA|Биалла|Биалла|Bialla|Bialla
BAB|BAB|||Marysville|Marysville
BAC|BAC|||Barranca De Upia|Barranca De Upia
BAD|BAD|Шревспорт|Шревспорт|Shreveport|Shreveport
BAE|BAE|Барселонетта|Барселонетта|Barcelonnette|Barcelonnette
BAF|BAF|||Westfield|Westfield
BAG|BAG|Багуйо|Багуйо|Baguio|Baguio
BAH|BAH|||Manama|Manama
BAI|BAI|Буэнос-Айрес|Буэнос-Айрес|Buenos Aires|Buenos Aires
BAJ|BAJ|Бали|Бали|Bali|Bali
BAL|BAL|||Batman|Batman
BAM|BAM|||Battle Mountain|Battle Mountain
BAN|BAN|Базонго|Базонго|Basongo|Basongo
BAO|BAO|||Ban Mak Khaen|Ban Mak Khaen
BAP|BAP|Байбара|Байбара|Baibara|Baibara
BAQ|BAQ|Барранкуилла|Барранкуилла|Barranquilla|Barranquilla
BAR|BAR|Бейкер-Айленд, шт. Аляска|Бейкер-Айленд, шт. Аляска|Baker Island|Baker Island
BAS|BAS|Балале|Балале|Balalae|Balalae
BAT|BAT|||Barretos|Barretos
BAU|BAU|||Bauru|Bauru
BAV|BAV|Баотоу|Баотоу|Baotou|Baotou
BAW|BAW|Биавонке|Биавонке|Biawonque|Biawonque
BAX|BAX|Барнаул|Барнаул|Barnaul|Barnaul
BAY|BAY|Байя Маре|Байя Маре|Baia Mare|Baia Mare
BAZ|BAZ|||Barbelos|Barbelos
BBA|BBA|Балмаседа|Балмаседа|Balmaceda|Balmaceda
BBB|BBB|||Benson|Benson
BBC|BBC|Бэй Сити|Бэй Сити|Bay City|Bay City
BBD|BBD|||Brady|Brady
BBE|BBE|||Big Bell|Big Bell
BBF|BBF|||Burlington|Burlington
BBG|BBG|Бутаритари|Бутаритари|Butaritari|Butaritari
BBH|BBH|Барт|Барт|Barth|Barth
BBI|BBI|Бхубанесвар|Бхубанесвар|Bhubaneswar|Bhubaneswar
BBJ|BBJ|Битбург|Битбург|Bitburg|Bitburg
BBK|BBK|Касане|Касане|Kasane|Kasane
BBL|BBL|Баболсар|Баболсар|Babolsar|Babolsar
BBM|BBM|Баттамбанг|Баттамбанг|Battambang|Battambang
BBN|BBN|||Bario|Bario
BBO|BBO|Бербера|Бербера|Berbera|Berbera
BBP|BBP|||Bembridge|Bembridge
BBQ|BBQ|||Barbuda|Barbuda
BBR|BBR|||Basse Terre|Basse Terre
BBS|BBS|||Yateley|Yateley
BBT|BBT|Берберати|Берберати|Berberati|Berberati
BBU|BBU|Бухарест|Бухарест|Bucharest|Bucharest
BBV|BBV|||Bereby|Bereby
BBW|BBW|||Broken Bow|Broken Bow
BBX|BBX|||Blue Bell|Blue Bell
BBY|BBY|Бамбари|Бамбари|Bambari|Bambari
BBZ|BBZ|Замбези|Замбези|Zambezi|Zambezi
BCA|BCA|Баракоа|Баракоа|Baracoa|Baracoa
BCB|BCB|||Blacksburg|Blacksburg
BCC|BCC|||Bear Creek|Bear Creek
BCD|BCD|Баколод|Баколод|Bacolod|Bacolod
BCE|BCE|||Bryce|Bryce
BCF|BCF|Бука|Бука|Bouca|Bouca
BCG|BCG|Бемичи|Бемичи|Bemichi|Bemichi
BCH|BCH|Баукау|Баукау|Baucau|Baucau
BCI|BCI|||Barcaldine|Barcaldine
BCJ|BCJ|||Baca Grande|Baca Grande
BCK|BCK|||Bolwarra|Bolwarra
BCL|BCL|Барра-Колорадо|Барра-Колорадо|Barra Colorado|Barra Colorado
BCM|BCM|Бакэу|Бакэу|Bacau|Bacau
BCN|BCN|Барселона|Барселона|Barcelona|Barcelona
BCO|BCO|||Jinka|Jinka
BCP|BCP|||Bambu|Bambu
BCQ|BCQ|Вейл-Игл, шт. Колорадо|Вейл-Игл, шт. Колорадо|Brack|Brack
BCR|BCR|||Boca Do Acre|Boca Do Acre
BCS|BCS|||Belle Chasse|Belle Chasse
BCT|BCT|Бока Ратон|Бока Ратон|Boca Raton|Boca Raton
BCU|BCU|Баучи|Баучи|Bauchi|Bauchi
BCV|BCV|||Belmopan|Belmopan
BCW|BCW|||Benguera Island|Benguera Island
BCX|BCX|Белорецк|Белорецк|Beloreck|Beloreck
BCY|BCY|Бульчи|Бульчи|Bulchi|Bulchi
BCZ|BCZ|||Bickerton Island|Bickerton Island
BDA|BDA|||Bermuda|Bermuda
BDB|BDB|Бандаберг|Бандаберг|Bundaberg|Bundaberg
BDC|BDC|||Barra Do Corda|Barra Do Corda
BDD|BDD|||Badu Island|Badu Island
BDE|BDE|||Baudette|Baudette
BDF|BDF|||Bradford|Bradford
BDG|BDG|||Blanding|Blanding
BDH|BDH|Бандар-Ленге|Бандар-Ленге|Bandar Lengeh|Bandar Lengeh
BDI|BDI|Берд-Айленд|Берд-Айленд|Bird Island|Bird Island
BDJ|BDJ|Банджармасин|Банджармасин|Banjarmasin|Banjarmasin
BDK|BDK|||Bondoukou|Bondoukou
BDL|BDL|||Windsor Locks|Windsor Locks
BDM|BDM|Бандирма|Бандирма|Bandirma|Bandirma
BDN|BDN|Бадин|Бадин|Badin|Badin
BDO|BDO|Бандунг|Бандунг|Bandung|Bandung
BDP|BDP|Бхадрапур|Бхадрапур|Bhadrapur|Bhadrapur
BDQ|BDQ|||Vadodara|Vadodara
BDR|BDR|||Bridgeport|Bridgeport
BDS|BDS|Бриндиси|Бриндиси|Brindisi|Brindisi
BDT|BDT|Гбадолите|Гбадолите|Gbadolite|Gbadolite
BDU|BDU|Бордуфос|Бордуфос|Bardufoss|Bardufoss
BDV|BDV|Моба|Моба|Moba|Moba
BDW|BDW|||Bedford Downs|Bedford Downs
BDX|BDX|||Broadus|Broadus
BDY|BDY|||Bandon|Bandon
BDZ|BDZ|Байндунг|Байндунг|Baindoung|Baindoung
BEA|BEA|Берейна|Берейна|Bereina|Bereina
BEB|BEB|||Benbecula|Benbecula
BEC|BEC|Вичита|Вичита|Wichita|Wichita
BED|BED|||Bedford/Hanscom|Bedford/Hanscom
BEE|BEE|||Beagle Bay|Beagle Bay
BEF|BEF|Блуфилдс|Блуфилдс|Bluefields|Bluefields
BEG|BEG|Белград|Белград|Belgrade|Belgrade
BEH|BEH|Бентон Харбор|Бентон Харбор|Benton Harbor|Benton Harbor
BEI|BEI|Бейка|Бейка|Beica|Beica
BEJ|BEJ|||Tanjung Redep|Tanjung Redep
BEK|BEK|||Bareli|Bareli
BEL|BEL|Белем|Белем|Belem|Belem
BEM|BEM|Боссембеле|Боссембеле|Bossembele|Bossembele
BEN|BEN|||Benghazi|Benghazi
BEO|BEO|Ньюкасл|Ньюкасл|Newcastle|Newcastle
BEP|BEP|Беллари|Беллари|Bellary|Bellary
BEQ|BEQ|||Bury St Edmunds|Bury St Edmunds
BER|BER|Берлин|Берлин|Berlin|Berlin
BES|BES|Брест|Брест|Brest|Brest
BET|BET|||Bethel|Bethel
BEU|BEU|||Bedourie|Bedourie
BEV|BEV|||Beer Sheba|Beer Sheba
BEW|BEW|Бейра|Бейра|Beira|Beira
BEX|BEX|||Benson|Benson
BEY|BEY|Бейрут|Бейрут|Beirut|Beirut
BEZ|BEZ|Беру|Беру|Beru|Beru
BFA|BFA|||Bahia Negra|Bahia Negra
BFB|BFB|||Blue Fox Bay|Blue Fox Bay
BFC|BFC|||Bloomfield|Bloomfield
BFD|BFD|||Bradford|Bradford
BFE|BFE|Билефельд|Билефельд|Bielefeld|Bielefeld
BFF|BFF|||Scottsbluff|Scottsbluff
BFG|BFG|||Bullfrog Basin|Bullfrog Basin
BFH|BFH|Куритиба|Куритиба|Curitiba|Curitiba
BFI|BFI|Сиэттл|Сиэттл|Seattle|Seattle
BFJ|BFJ|Ба|Ба|Ba|Ba
BFK|BFK|||Buffalo|Buffalo
BFL|BFL|Бейкерсфилд|Бейкерсфилд|Bakersfield|Bakersfield
BFM|BFM|Мобайл|Мобайл|Mobile|Mobile
BFO|BFO|||Buffalo Range|Buffalo Range
BFP|BFP|||Beaver Falls|Beaver Falls
BFQ|BFQ|||Bahia Pinas|Bahia Pinas
BFR|BFR|||Bedford|Bedford
BFS|BFS|||Belfast|Belfast
BFT|BFT|||Beaufort|Beaufort
BFU|BFU|Бенгбу|Бенгбу|Bengbu|Bengbu
BFV|BFV|||Buri Ram|Buri Ram
BFW|BFW|||Sidi Belabbes|Sidi Belabbes
BFX|BFX|||Bafoussam|Bafoussam
BGA|BGA|||Bucaramanga|Bucaramanga
BGB|BGB|||Booue|Booue
BGC|BGC|Браганса|Браганса|Braganca|Braganca
BGD|BGD|||Borger|Borger
BGE|BGE|||Bainbridge|Bainbridge
BGF|BGF|||Bangui|Bangui
BGG|BGG|||Bongouanou|Bongouanou
BGH|BGH|Боге|Боге|Boghe|Boghe
BGI|BGI|||Bridgetown|Bridgetown
BGJ|BGJ|||Borgarfjordur Eystri|Borgarfjordur Eystri
BGK|BGK|Биг-Крик|Биг-Крик|Big Creek|Big Creek
BGL|BGL|Баглунг|Баглунг|Baglung|Baglung
BGM|BGM|||Binghamton, NY|Binghamton, NY
BGN|BGN|||Brueggen|Brueggen
BGO|BGO|Берген|Берген|Bergen|Bergen
BGP|BGP|Бонго|Бонго|Bongo|Bongo
BGQ|BGQ|||Big Lake|Big Lake
BGR|BGR|Бангор|Бангор|Bangor|Bangor
BGS|BGS|||Big Spring|Big Spring
BGT|BGT|||Bagdad|Bagdad
BGU|BGU|Бангассу|Бангассу|Bangassou|Bangassou
BGV|BGV|||Bento Goncalves|Bento Goncalves
BGW|BGW|Багдад|Багдад|Baghdad|Baghdad
BGX|BGX|||Bage|Bage
BGY|BGY|Бергамо|Бергамо|Bergamo|Bergamo
BGZ|BGZ|Брага|Брага|Braga|Braga
BHA|BHA|||Bahia De Caraquez|Bahia De Caraquez
BHB|BHB|Бар Харбор|Бар Харбор|Bar Harbor|Bar Harbor
BHC|BHC|||Bhurban|Bhurban
BHD|BHD|||Belfast|Belfast
BHE|BHE|Бленхайм|Бленхайм|Blenheim|Blenheim
BHF|BHF|Бахья-Купика|Бахья-Купика|Bahia Cupica|Bahia Cupica
BHG|BHG|Брюс-Лагуна|Брюс-Лагуна|Brus Laguna|Brus Laguna
BHH|BHH|Биша|Биша|Bisha|Bisha
BHI|BHI|||Bahia Blanca|Bahia Blanca
BHJ|BHJ|Бхудж|Бхудж|Bhuj|Bhuj
BHK|BHK|Бухара|Бухара|Bukhara|Bukhara
BHL|BHL|Бахиа-Ангелес|Бахиа-Ангелес|Bahia Angeles|Bahia Angeles
BHM|BHM|||Birmingham|Birmingham
BHN|BHN|Бейхан|Бейхан|Beihan|Beihan
BHO|BHO|Бхопал|Бхопал|Bhopal|Bhopal
BHP|BHP|Бхойпур|Бхойпур|Bhojpur|Bhojpur
BHQ|BHQ|||Broken Hill|Broken Hill
BHR|BHR|Бхаратпур|Бхаратпур|Bharatpur|Bharatpur
BHS|BHS|Батерст|Батерст|Bathurst|Bathurst
BHT|BHT|||Brighton Downs|Brighton Downs
BHU|BHU|Бхавнагар|Бхавнагар|Bhavnagar|Bhavnagar
BHV|BHV|Бахавалпур|Бахавалпур|Bahawalpur|Bahawalpur
BHW|BHW|Саргодха|Саргодха|Sargodha|Sargodha
BHX|BHX|||Birmingham|Birmingham
BHY|BHY|Бейхай|Бейхай|Beihai|Beihai
BIA|BIA|Бастия|Бастия|Bastia|Bastia
BIB|BIB|Байдоа|Байдоа|Baidoa|Baidoa
BIC|BIC|Биг-Крик|Биг-Крик|Big Creek|Big Creek
BID|BID|||Block Island|Block Island
BIE|BIE|||Beatrice|Beatrice
BIF|BIF|Эль Пасо|Эль Пасо|El Paso|El Paso
BIG|BIG|||Big Delta|Big Delta
BIH|BIH|Бишоп|Бишоп|Bishop|Bishop
BII|BII|Бикини-Атолл|Бикини-Атолл|Bikini Atoll|Bikini Atoll
BIJ|BIJ|||Biliau|Biliau
BIK|BIK|||Biak|Biak
BIL|BIL|Биллингс|Биллингс|Billings|Billings
BIM|BIM|||Bimini|Bimini
BIN|BIN|Бамиан|Бамиан|Bamiyan|Bamiyan
BIO|BIO|Билбао|Билбао|Bilbao|Bilbao
BIP|BIP|||Bulimba|Bulimba
BIQ|BIQ|Биарриц|Биарриц|Biarritz|Biarritz
BIR|BIR|Биратнагар|Биратнагар|Biratnagar|Biratnagar
BIS|BIS|Бисмарк|Бисмарк|Bismarck|Bismarck
BIT|BIT|Байтади|Байтади|Baitadi|Baitadi
BIU|BIU|Билдудалур|Билдудалур|Bildudalur|Bildudalur
BIV|BIV|Бриа|Бриа|Bria|Bria
BIW|BIW|||Billiluna|Billiluna
BIX|BIX|||Biloxi|Biloxi
BIY|BIY|Бишо|Бишо|Bisho|Bisho
BIZ|BIZ|Бимин|Бимин|Bimin|Bimin
BJA|BJA|||Bejaia|Bejaia
BJB|BJB|||Bojnord|Bojnord
BJC|BJC|||Broomfield|Broomfield
BJD|BJD|Баккафьордур|Баккафьордур|Bakkafjordur|Bakkafjordur
BJF|BJF|Ботсфьорд|Ботсфьорд|Batsfjord|Batsfjord
BJG|BJG|Болаанг|Болаанг|Bolaang|Bolaang
BJH|BJH|Баджханг|Баджханг|Bajhang|Bajhang
BJI|BJI|||Bemidji|Bemidji
BJJ|BJJ|Вустер|Вустер|Wooster|Wooster
BJK|BJK|Бенджина|Бенджина|Benjina|Benjina
BJL|BJL|||Banjul|Banjul
BJM|BJM|||Bujumbura|Bujumbura
BJN|BJN|Бахоне|Бахоне|Bajone|Bajone
BJO|BJO|Бермехо|Бермехо|Bermejo|Bermejo
BJP|BJP|||Braganca Paulista|Braganca Paulista
BJR|BJR|Бахар-Дар|Бахар-Дар|Bahar Dar|Bahar Dar
BJT|BJT|||Bentota River|Bentota River
BJU|BJU|Баджура|Баджура|Bajura|Bajura
BJV|BJV|Бодрум|Бодрум|Bodrum|Bodrum
BJW|BJW|Баджава|Баджава|Bajawa|Bajawa
BJX|BJX|||Leуn|Leуn
BJY|BJY|Белград|Белград|Belgrade|Belgrade
BJZ|BJZ|Бадахос|Бадахос|Badajoz|Badajoz
BKA|BKA|Москва|Москва|Moscow|Moscow
BKB|BKB|Биканер|Биканер|Bikaner|Bikaner
BKC|BKC|||Buckland|Buckland
BKD|BKD|||Breckenridge|Breckenridge
BKE|BKE|||Baker|Baker
BKF|BKF|||Katmai National Park|Katmai National Park
BKH|BKH|||Kekaha|Kekaha
BKI|BKI|||Kota-Kinabalu|Kota-Kinabalu
BKJ|BKJ|Боке|Боке|Boke|Boke
BKK|BKK|Бангкок|Бангкок|Bangkok|Bangkok
BKL|BKL|||Cleveland|Cleveland
BKM|BKM|||Bakalalan|Bakalalan
BKN|BKN|||Birni Nkoni|Birni Nkoni
BKO|BKO|||Bamako|Bamako
BKP|BKP|||Barkly Downs|Barkly Downs
BKQ|BKQ|||Blackall|Blackall
BKR|BKR|Бокоро|Бокоро|Bokoro|Bokoro
BKS|BKS|Бенгкулу|Бенгкулу|Bengkulu|Bengkulu
BKT|BKT|||Blackstone|Blackstone
BKU|BKU|||Betioky|Betioky
BKW|BKW|||Beckley|Beckley
BKX|BKX|||Brookings|Brookings
BKY|BKY|||Bukavu|Bukavu
BKZ|BKZ|Букоба|Букоба|Bukoba|Bukoba
BLA|BLA|Барселона|Барселона|Barcelona|Barcelona
BLB|BLB|Балбоа|Балбоа|Balboa|Balboa
BLC|BLC|Бали|Бали|Bali|Bali
BLD|BLD|||Boulder City|Boulder City
BLE|BLE|Борланг|Борланг|Borlange|Borlange
BLF|BLF|||Princeton|Princeton
BLG|BLG|||Belaga|Belaga
BLH|BLH|||Blythe|Blythe
BLI|BLI|||Bellingham|Bellingham
BLJ|BLJ|Батна|Батна|Batna|Batna
BLK|BLK|||Blackpool|Blackpool
BLL|BLL|Биллунд|Биллунд|Billund|Billund
BLM|BLM|||Belmar - Farmingdale|Belmar - Farmingdale
BLN|BLN|||Benalla|Benalla
BLO|BLO|||Blonduos|Blonduos
BLP|BLP|Беллависта|Беллависта|Bellavista|Bellavista
BLQ|BLQ|Болонья|Болонья|Bologna|Bologna
BLR|BLR|Бангалор|Бангалор|Bangalore|Bangalore
BLS|BLS|||Bollon|Bollon
BLT|BLT|||Blackwater|Blackwater
BLU|BLU|||Blue Canyon|Blue Canyon
BLV|BLV|Белльвиль|Белльвиль|Belleville|Belleville
BLW|BLW|||Waimanalo|Waimanalo
BLX|BLX|Беллуно|Беллуно|Belluno|Belluno
BLY|BLY|Белмаллет|Белмаллет|Belmullet|Belmullet
BLZ|BLZ|||Blantyre|Blantyre
BMA|BMA|Стокгольм|Стокгольм|Stockholm|Stockholm
BMB|BMB|Бумба|Бумба|Bumba|Bumba
BMC|BMC|||Brigham City|Brigham City
BMD|BMD|Бело|Бело|Belo|Belo
BME|BME|Брум|Брум|Broome, Western Australia|Broome, Western Australia
BMF|BMF|Бакума|Бакума|Bakouma|Bakouma
BMG|BMG|||Bloomington|Bloomington
BMH|BMH|Бомай|Бомай|Bomai|Bomai
BMI|BMI|||Bloomington/Normal, IL|Bloomington/Normal, IL
BMJ|BMJ|Барамита|Барамита|Baramita|Baramita
BMK|BMK|Боркум|Боркум|Borkum|Borkum
BML|BML|Берлин|Берлин|Berlin|Berlin
BMM|BMM|Битам|Битам|Bitam|Bitam
BMN|BMN|Бамерни|Бамерни|Bamerny|Bamerny
BMO|BMO|Бамо|Бамо|Bhamo|Bhamo
BMP|BMP|Бремптон Айленд|Бремптон Айленд|Brampton Island|Brampton Island
BMQ|BMQ|Бамбури|Бамбури|Bamburi|Bamburi
BMR|BMR|||Baltrum Island|Baltrum Island
BMS|BMS|||Brumado|Brumado
BMT|BMT|||Beaumont|Beaumont
BMU|BMU|Бима|Бима|Bima|Bima
BMV|BMV|||Banmethuot|Banmethuot
BMW|BMW|Борж-Бажи-Мохтар|Борж-Бажи-Мохтар|Bordj Badji Mokhtar|Bordj Badji Mokhtar
BMX|BMX|||Big Mountain|Big Mountain
BMY|BMY|||Belep Island|Belep Island
BMZ|BMZ|Баму|Баму|Bamu|Bamu
BNA|BNA|||Nashville, TN|Nashville, TN
BNB|BNB|Боэнде|Боэнде|Boende|Boende
BNC|BNC|Бени|Бени|Beni|Beni
BND|BND|Бандар-Аббас|Бандар-Аббас|Bandar Abbas|Bandar Abbas
BNE|BNE|Брисбан|Брисбан|Brisbane|Brisbane
BNF|BNF|||Baranof|Baranof
BNG|BNG|||Banning|Banning
BNH|BNH|Хартфорд|Хартфорд|Hartford|Hartford
BNI|BNI|Бенин-Сити|Бенин-Сити|Benin City|Benin City
BNK|BNK|Баллина|Баллина|Ballina|Ballina
BNL|BNL|||Barnwell, SC|Barnwell, SC
BNM|BNM|Бодинуму|Бодинуму|Bodinumu|Bodinumu
BNN|BNN|Броннойзунд|Броннойзунд|Bronnoysund|Bronnoysund
BNO|BNO|||Burns|Burns
BNP|BNP|Банну|Банну|Bannu|Bannu
BNQ|BNQ|||Baganga|Baganga
BNR|BNR|Банфора|Банфора|Banfora|Banfora
BNS|BNS|Баринас|Баринас|Barinas|Barinas
BNT|BNT|Бунди|Бунди|Bundi|Bundi
BNU|BNU|Блюменау|Блюменау|Blumenau|Blumenau
BNV|BNV|Боана|Боана|Boana|Boana
BNW|BNW|||Boone|Boone
BNX|BNX|Баня-Лука|Баня-Лука|Banja Luka|Banja Luka
BNY|BNY|Беллона|Беллона|Bellona|Bellona
BNZ|BNZ|Банц|Банц|Banz|Banz
BOA|BOA|Бома|Бома|Boma|Boma
BOB|BOB|||Bora Bora|Bora Bora
BOC|BOC|||Bocas Del Toro|Bocas Del Toro
BOD|BOD|Бордо|Бордо|Bordeaux|Bordeaux
BOE|BOE|Бунджи|Бунджи|Boundji|Boundji
BOF|BOF|||Washington|Washington
BOG|BOG|Богота|Богота|Bogota|Bogota
BOH|BOH|||Bournemouth|Bournemouth
BOI|BOI|||Boise, ID|Boise, ID
BOJ|BOJ|Бургас|Бургас|Bourgas|Bourgas
BOK|BOK|||Brookings|Brookings
BOL|BOL|||Bally Kelly|Bally Kelly
BOM|BOM|||Mumbai|Mumbai
BON|BON|||Kralendijk|Kralendijk
BOO|BOO|Бодо|Бодо|Bodo|Bodo
BOP|BOP|Буар|Буар|Bouar|Bouar
BOQ|BOQ|Боку|Боку|Boku|Boku
BOR|BOR|Белфорт|Белфорт|Belfort|Belfort
BOS|BOS|Бостон|Бостон|Boston|Boston
BOT|BOT|||Boset|Boset
BOU|BOU|Борже|Борже|Bourges|Bourges
BOV|BOV|Боанг|Боанг|Boang|Boang
BOW|BOW|||Bartow|Bartow
BOX|BOX|||Borroloola|Borroloola
BOY|BOY|||Bobo Dioulasso|Bobo Dioulasso
BOZ|BOZ|Бозум|Бозум|Bozoum|Bozoum
BPA|BPA|||Bethpage|Bethpage
BPB|BPB|Бориди|Бориди|Boridi|Boridi
BPC|BPC|||Bamenda|Bamenda
BPD|BPD|Бапи|Бапи|Bapi|Bapi
BPE|BPE|Баган|Баган|Bagan|Bagan
BPF|BPF|||Batuna|Batuna
BPG|BPG|||Barra Do Garcas|Barra Do Garcas
BPH|BPH|Бислиг|Бислиг|Bislig|Bislig
BPI|BPI|||Big Piney|Big Piney
BPK|BPK|||Biangabip|Biangabip
BPN|BPN|Баликпапан|Баликпапан|Balikpapan|Balikpapan
BPS|BPS|Порто Сегуро|Порто Сегуро|Porto Seguro|Porto Seguro
BPT|BPT|||Beaumont|Beaumont
BPU|BPU|Беппу|Беппу|Beppu|Beppu
BPX|BPX|||Bangda|Bangda
BPY|BPY|Бесалампи|Бесалампи|Besalampy|Besalampy
BQA|BQA|Балер|Балер|Baler|Baler
BQB|BQB|||Bussellton|Bussellton
BQE|BQE|Бубаку|Бубаку|Bubaque|Bubaque
BQH|BQH|||Biggin Hill|Biggin Hill
BQI|BQI|||Bagani|Bagani
BQK|BQK|||Brunswick|Brunswick
BQL|BQL|||Boulia|Boulia
BQN|BQN|||Aguadilla|Aguadilla
BQO|BQO|||Bouna|Bouna
BQQ|BQQ|||Barra|Barra
BQS|BQS|Благовещенск|Благовещенск|Blagoveschensk|Blagoveschensk
BQT|BQT|Брест|Брест|Brest|Brest
BQU|BQU|||Bequia|Bequia
BQV|BQV|||Gustavus|Gustavus
BQW|BQW|||Balgo Hills|Balgo Hills
BRA|BRA|||Barreiras|Barreiras
BRB|BRB|||Barreirinhas|Barreirinhas
BRC|BRC|||San Carlos DeBariloche|San Carlos DeBariloche
BRD|BRD|||Brainerd, MN|Brainerd, MN
BRE|BRE|Бремен|Бремен|Bremen|Bremen
BRF|BRF|||Bradford|Bradford
BRG|BRG|||Whitesburg|Whitesburg
BRH|BRH|Брахман|Брахман|Brahman|Brahman
BRI|BRI|Бари|Бари|Bari|Bari
BRJ|BRJ|||Bright|Bright
BRK|BRK|||Bourke|Bourke
BRL|BRL|||Burlington|Burlington
BRM|BRM|Баркисимето|Баркисимето|Barquisimeto|Barquisimeto
BRN|BRN|Берне|Берне|Berne|Berne
BRO|BRO|||Brownsville|Brownsville
BRP|BRP|Биару|Биару|Biaru|Biaru
BRQ|BRQ|Брно|Брно|Brno|Brno
BRR|BRR|||Barra|Barra
BRS|BRS|Бристоль|Бристоль|Bristol|Bristol
BRT|BRT|||Bathurst Island|Bathurst Island
BRU|BRU|Брюссель|Брюссель|Brussels|Brussels
BRV|BRV|Бременхавен|Бременхавен|Bremerhaven|Bremerhaven
BRW|BRW|||Barrow|Barrow
BRX|BRX|Барахона|Барахона|Barahona|Barahona
BRY|BRY|||Bardstown, KY|Bardstown, KY
BRZ|BRZ|||Borotou|Borotou
BSA|BSA|Боссасо|Боссасо|Bossaso|Bossaso
BSB|BSB|Бразилия|Бразилия|Brasilia|Brasilia
BSC|BSC|Бахья-Солано|Бахья-Солано|Bahia Solano|Bahia Solano
BSD|BSD|Баошань|Баошань|Baoshan|Baoshan
BSE|BSE|Семантан|Семантан|Sematan|Sematan
BSF|BSF|||Pohakuloa|Pohakuloa
BSG|BSG|Бата|Бата|Bata|Bata
BSH|BSH|||Brighton|Brighton
BSI|BSI|||Blairsville|Blairsville
BSJ|BSJ|||Bairnsdale|Bairnsdale
BSK|BSK|Бискра|Бискра|Biskra|Biskra
BSL|BSL|||Mulhouse/basel|Mulhouse/basel
BSM|BSM|||Bishe-kola|Bishe-kola
BSN|BSN|Боссанга|Боссанга|Bossangoa|Bossangoa
BSO|BSO|Баско|Баско|Basco|Basco
BSP|BSP|Бенсбах|Бенсбах|Bensbach|Bensbach
BSQ|BSQ|||Bisbee|Bisbee
BSR|BSR|||Basra|Basra
BSS|BSS|||Balsas|Balsas
BST|BST|Бост|Бост|Bost|Bost
BSU|BSU|Базанкусу|Базанкусу|Basankusu|Basankusu
BSV|BSV|||Besakoa|Besakoa
BSW|BSW|||Boswell Bay|Boswell Bay
BSX|BSX|Бассейн|Бассейн|Bassein|Bassein
BSY|BSY|Бардера|Бардера|Bardera|Bardera
BSZ|BSZ|||Bartletts|Bartletts
BTA|BTA|||Yaoundй|Yaoundй
BTB|BTB|Бету|Бету|Betou|Betou
BTC|BTC|||Batticaloa|Batticaloa
BTD|BTD|||Brunette Downs|Brunette Downs
BTE|BTE|Бонте|Бонте|Bonthe|Bonthe
BTF|BTF|||Bountiful|Bountiful
BTG|BTG|Батангафо|Батангафо|Batangafo|Batangafo
BTH|BTH|||Batam|Batam
BTI|BTI|||Barter Island|Barter Island
BTJ|BTJ|Банда Асе|Банда Асе|Banda Aceh|Banda Aceh
BTK|BTK|Братск|Братск|Bratsk|Bratsk
BTL|BTL|||Battle Creek|Battle Creek
BTM|BTM|||Butte, (MT)|Butte, (MT)
BTN|BTN|||Bennettsville|Bennettsville
BTO|BTO|Ботопасье|Ботопасье|Botopasie|Botopasie
BTP|BTP|||Butler|Butler
BTQ|BTQ|Бутаре|Бутаре|Butare|Butare
BTR|BTR|Батон Руж|Батон Руж|Baton Rouge|Baton Rouge
BTS|BTS|Братислава|Братислава|Bratislava|Bratislava
BTT|BTT|||Bettles|Bettles
BTU|BTU|Бинтулу|Бинтулу|Bintulu|Bintulu
BTV|BTV|||Burlington|Burlington
BTW|BTW|Бату-Личин|Бату-Личин|Batu Licin|Batu Licin
BTX|BTX|||Betoota|Betoota
BTY|BTY|||Beatty|Beatty
BTZ|BTZ|Бурса|Бурса|Bursa|Bursa
BUA|BUA|||Buka|Buka
BUB|BUB|||Burwell|Burwell
BUC|BUC|||Burketown|Burketown
BUD|BUD|Будапешт|Будапешт|Budapest|Budapest
BUG|BUG|Бенгела|Бенгела|Benguela|Benguela
